1,"Generate a clinical diagram of Primary Adrenal Insufficiency (Addison Disease). Show hyperpigmentation over elbows and palmar creases, low blood pressure, hyponatremia, hyperkalemia, and eosinophilia. Illustrate elevated ACTH stimulating melanocytes causing hyperpigmentation. Label: Autoimmune destruction or TB infection of adrenal cortex."
2,"Create a comparison diagram: Secondary vs Primary Adrenal Insufficiency. Left side: Secondary (low ACTH, normal aldosterone, no hyperpigmentation). Right side: Primary (high ACTH, low aldosterone, hyperpigmentation). Show pituitary surgery causing secondary insufficiency."
3,"Generate a pathophysiology diagram of Renal Artery Stenosis. Show narrowed renal artery with turbulent flow (bruit), decreased renal perfusion, elevated renin, secondary hyperaldosteronism, and resistant hypertension. Label: Fibromuscular dysplasia (young) vs Atherosclerosis (old)."
4,"Create a mechanism diagram of Primary Hyperaldosteronism. Show adrenal adenoma secreting excess aldosterone, suppressed renin, hypokalemia, metabolic alkalosis, and hypertension. Illustrate treatment with spironolactone/eplerenone blocking mineralocorticoid receptors."
5,"Generate a neonatal diagram of 21-Hydroxylase Deficiency (Congenital Adrenal Hyperplasia). Show ambiguous genitalia in genetic female, salt wasting (hyponatremia, hyperkalemia, hypotension), hypoglycemia, and elevated 17-hydroxyprogesterone. Illustrate blocked cortisol/aldosterone synthesis diverting to androgen pathway."
6,"Create a pathophysiology diagram of 11β-Hydroxylase Deficiency. Show accumulation of 11-deoxycorticosterone (mineralocorticoid) causing hypertension and hypokalemia, virilization from excess androgens, and low aldosterone despite mineralocorticoid effects."
7,"Generate a clinical diagram of Ectopic ACTH Syndrome from Small Cell Lung Cancer. Show pulmonary tumor secreting ACTH, elevated cortisol, hyperpigmentation, metabolic alkalosis, and failure to suppress with high-dose dexamethasone. Label: Rapid onset Cushing syndrome."
8,"Create a clinical presentation diagram of Pheochromocytoma. Show episodic symptoms: pounding headaches, palpitations, tremors, sweating, paroxysmal hypertension (210/110 mmHg). Illustrate elevated plasma metanephrines and treatment with alpha-blockade before beta-blockade."
9,"Generate a pediatric oncology diagram of Neuroblastoma. Show large midline-crossing abdominal mass, opsoclonus-myoclonus (dancing eyes, dancing feet), elevated VMA and HVA in urine. Label: Most common extracranial solid tumor of childhood, neural crest origin."
10,"Create a comparison diagram: Exogenous vs Endogenous Cushing Syndrome. Left: Exogenous steroids (low ACTH, low endogenous cortisol, no hyperpigmentation, adrenal atrophy). Right: Endogenous ACTH excess (high ACTH, high cortisol, hyperpigmentation)."
11,"Generate a bone pathology diagram of Primary Hyperparathyroidism. Show parathyroid adenoma, elevated PTH, hypercalcemia, hypophosphatemia, subperiosteal bone resorption, kidney stones. Label mnemonic: Stones, bones, groans, psychiatric overtones."
12,"Create a pathophysiology diagram of Secondary Hyperparathyroidism in CKD. Show chronic kidney disease, hyperphosphatemia, low calcium, elevated PTH, increased alkaline phosphatase, bone pain. Illustrate phosphate binders and vitamin D analogs as treatment."
13,"Generate an oncology diagram of Hypercalcemia of Malignancy. Show squamous cell carcinoma producing PTHrP, hypercalcemia, suppressed PTH, confusion, constipation. Label: PTHrP mimics PTH effects on bone and kidneys."
14,"Create a granulomatous disease diagram of Sarcoidosis. Show bilateral hilar lymphadenopathy, noncaseating granulomas with macrophages expressing 1α-hydroxylase, elevated 1,25-dihydroxyvitamin D, hypercalcemia, suppressed PTH. Label: African American patient, dry cough."
15,"Generate a bone metastasis diagram of Hypercalcemia from Osteolytic Lesions. Show metastatic breast cancer, lytic lesions in spine and ribs, bone destruction releasing calcium, hypercalcemia with normal PTH, bone pain."
16,"Create an electrolyte diagram of Hypomagnesemia Effects. Show chronic alcoholism, severe hypomagnesemia inhibiting PTH secretion and PTH activity, secondary hypocalcemia, renal potassium wasting causing hypokalemia. Label: Correct magnesium first."
17,"Generate a pediatric nutrition diagram of Rickets (Vitamin D Deficiency). Show limited sun exposure, vegetarian diet, bowing of legs, widened costochondral junctions (rachitic rosary), craniotabes, frontal bossing, delayed walking."
18,"Create a surgical complication diagram of Post-Thyroidectomy Hypoparathyroidism. Show accidental parathyroid removal, low calcium, low PTH, muscle cramps, perioral tingling, carpopedal spasms, positive Chvostek and Trousseau signs."
19,"Generate an obstetric complication diagram of Sheehan Syndrome. Show massive postpartum hemorrhage, ischemic pituitary necrosis, inability to lactate (low prolactin), low ACTH, low cortisol, low TSH. Label: Pituitary vulnerable during pregnancy."
20,"Create a pituitary tumor diagram of Prolactinoma. Show prolactin-secreting adenoma, elevated prolactin suppressing GnRH, low LH/FSH, amenorrhea, galactorrhea, headaches. Illustrate treatment with dopamine agonists (cabergoline, bromocriptine)."
21,"Generate a pharmacology diagram of Antipsychotic-Induced Hyperprolactinemia. Show risperidone blocking D2 receptors in tuberoinfundibular pathway, elevated prolactin, amenorrhea, galactorrhea. Label: No headaches or visual changes (unlike prolactinoma)."
22,"Create a pituitary disorder diagram of Acromegaly. Show growth hormone-secreting pituitary adenoma, elevated IGF-1, enlarged hands/feet, deepened voice, coarse facial features, oily skin, type 2 diabetes, joint pain. Label: Cardiomyopathy is leading cause of mortality."
23,"Generate a neuroendocrine tumor diagram of Carcinoid Syndrome. Show small bowel carcinoid with liver metastases, serotonin secretion bypassing hepatic breakdown, flushing, watery diarrhea, right-sided heart lesions (tricuspid regurgitation, pulmonic stenosis). Label: Elevated urinary 5-HIAA."
24,"Create a thyroid disorder diagram of Hypothyroidism. Show low free T4, elevated TSH, fatigue, weight gain, cold intolerance, bradycardia, heavy menses, constipation, dry skin, delayed reflex relaxation, elevated CK. Label: Hashimoto thyroiditis most common cause."
25,"Generate an obstetric endocrinology diagram of Pregnancy Thyroid Requirements. Show estrogen increasing thyroid-binding globulin, lowering free thyroid hormone, requiring 30-50% increase in levothyroxine dose. Label: Monitor TSH every 4-6 weeks, essential for fetal neurodevelopment."
26,"Create an inflammatory thyroid diagram of Subacute Granulomatous Thyroiditis (de Quervain). Show painful tender thyroid, recent viral URI, high T4, low TSH, elevated ESR, very low radioactive iodine uptake. Label: Transient hyperthyroidism followed by hypothyroidism."
27,"Generate a pharmacology diagram of Lithium-Induced Hypothyroidism. Show lithium interfering with thyroid hormone synthesis/release, elevated TSH, low T4, fatigue, constipation, weight gain, cold intolerance, delayed reflexes."
28,"Create a thyroid disorder diagram of Hyperthyroidism. Show weight loss, heat intolerance, hand tremors, palpitations, atrial fibrillation, warm moist skin, fine tremor. Label: Graves disease most common cause, increased beta-adrenergic sensitivity."
29,"Generate an obstetric endocrinology diagram of Postpartum Thyroiditis. Show autoimmune inflammatory process, painless thyroid enlargement, transient hyperthyroidism (low TSH, high T4) followed by hypothyroidism (high TSH, low T4), reduced RAI uptake. Label: Can recur in subsequent pregnancies."
30,"Create a pharmacology adverse effect diagram of Methimazole Agranulocytosis. Show antithyroid medication causing life-threatening neutropenia, fever, sore throat, mouth ulcers. Label: Immediate discontinuation required, broad-spectrum antibiotics for infection prophylaxis."
31,"Generate an autoimmune thyroid diagram of Graves Disease. Show TSH receptor-stimulating antibodies, diffuse thyroid hyperactivity, exophthalmos, pretibial myxedema, diffusely increased RAI uptake, weight loss, tremor, anxiety."
32,"Create a thyroid cancer diagram of Papillary Thyroid Carcinoma. Show fine-needle aspiration findings: large cells with clear ground-glass nuclei (Orphan Annie eye), lamellated calcifications (psammoma bodies). Label: Most common thyroid cancer, excellent prognosis."
33,"Generate a neuroendocrine tumor diagram of Medullary Thyroid Carcinoma. Show firm thyroid mass, nests of calcitonin-positive cells, amyloid deposition (Congo red positive), diarrhea, flushing. Label: RET proto-oncogene mutations, MEN 2A/2B association."
34,"Create a surgical complication diagram of Post-Thyroidectomy Complications. Show recurrent laryngeal nerve injury (hoarseness, weak voice), parathyroid removal (low calcium, low PTH, perioral numbness, carpopedal spasm). Label: Nerve monitoring reduces risk."
35,"Generate a pediatric anatomy diagram of Thyroglossal Duct Cyst. Show midline neck mass in child, moving upward with swallowing or tongue protrusion, attachment to hyoid bone. Label: Surgical removal required, confirm normal thyroid before excision."
36,"Create a neonatal screening diagram of Congenital Hypothyroidism (Cretinism). Show poor feeding, decreased activity, protruding tongue, hypotonia, umbilical hernia, elevated TSH, low T4 on newborn screening. Label: Immediate levothyroxine prevents neurodevelopmental delay."
37,"Generate a genetic syndrome diagram of MEN 1. Show three P's: Parathyroid adenomas (hypercalcemia, kidney stones), Pancreatic endocrine tumors (gastrinomas causing Zollinger-Ellison syndrome with recurrent ulcers), Pituitary adenomas. Label: MEN1 gene mutation."
38,"Create a neuroendocrine diagram of Central Diabetes Insipidus. Show head trauma, impaired ADH production from hypothalamus/posterior pituitary, hypernatremia, high serum osmolality, very dilute urine. Label: Responds to desmopressin (DDAVP)."
39,"Generate a pharmacology diagram of Lithium-Induced Nephrogenic Diabetes Insipidus. Show lithium reducing kidney responsiveness to ADH, high serum sodium, high serum osmolality, dilute urine not responding to desmopressin. Label: Thiazide diuretics and low-salt diet reduce urine output."
40,"Create a renal physiology diagram of ADH Mechanism. Show V2 receptor activation in collecting duct, insertion of aquaporin-2 channels into apical membrane, increased water reabsorption, concentrated urine, decreased serum osmolality."
41,"Generate an oncology diagram of Small Cell Lung Carcinoma with SIADH. Show central lung mass, ectopic ADH production, hyponatremia, low serum osmolality, inappropriately high urine osmolality, hemoptysis. Label: Fluid restriction and vasopressin antagonists."
42,"Create a neuroendocrine diagram of SIADH after CNS Injury. Show subarachnoid hemorrhage, euvolemic hyponatremia, low serum osmolality, high urine sodium, high urine osmolality, confusion. Label: Fluid restriction, hypertonic saline in severe cases."
43,"Generate a gastrointestinal physiology diagram of Incretin Effect. Show oral glucose stimulating GLP-1 and GIP release from gut, enhancing insulin secretion and suppressing glucagon, greater insulin response than IV glucose. Label: Incretin effect impaired in type 2 diabetes."
44,"Create a pediatric diabetes diagram of Type 1 Diabetes Mellitus. Show autoimmune destruction of pancreatic beta cells, absolute insulin deficiency, polyuria, polydipsia, weight loss, hyperglycemia, ketonuria, dehydration. Label: Insulin therapy required for survival."
45,"Generate a cellular physiology diagram of GLUT-4 Transporter. Show insulin binding receptor, signaling cascade, GLUT-4 translocation to cell membrane in skeletal muscle and adipose tissue, glucose uptake after meals. Label: Insulin-dependent transporter."
46,"Create an obstetric endocrinology diagram of Gestational Diabetes Effects on Newborn. Show maternal hyperglycemia, placental hormones (human placental lactogen) causing insulin resistance, fetal islet cell hyperplasia, increased fetal insulin, neonatal hypoglycemia, large-for-gestational-age infant (4.5 kg)."
47,"Generate a pancreatic beta cell diagram of Insulin Release Mechanism. Show glucose entry, ATP rise, closing of ATP-sensitive K+ channels, membrane depolarization, opening voltage-gated Ca2+ channels, calcium influx, insulin granule exocytosis. Label: Sulfonylureas close K+ channels."
48,"Create a diabetes management diagram of Postprandial Hyperglycemia Treatment. Show fasting glucose normal (100 mg/dL), post-meal spikes (310 mg/dL), dizziness after meals. Label: Add rapid-acting prandial insulin (lispro, aspart, glulisine) for post-meal control."
49,"Generate a pancreatic tumor diagram of Insulinoma. Show pancreatic neuroendocrine tumor, high insulin levels, high C-peptide, negative sulfonylurea screen, recurrent hypoglycemia with shakiness, confusion, diaphoresis. Label: Whipple's triad: symptoms, low glucose, relief with glucose."
50,"Create a pharmacology diagram of SGLT2 Inhibitor Side Effects. Show SGLT2 inhibitor preventing renal glucose reabsorption, glucosuria, improved glucose control, but increased risk of UTIs and genital fungal infections (genital itching). Label: Examples: empagliflozin, canagliflozin."
51,"Generate a pharmacology contraindication diagram of Metformin in Renal Impairment. Show rising creatinine, reduced GFR, risk of lactic acidosis. Label: Discontinue metformin, contraindicated in renal impairment, choose alternative glucose-lowering agents."
52,"Create a diabetes emergency diagram of Hyperosmolar Hyperglycemic State (HHS). Show older patient with type 2 diabetes, severe hyperglycemia (720 mg/dL), no ketones, very high serum osmolality, profound dehydration, confusion. Label: Higher mortality than DKA due to dehydration."
53,"Generate a diabetes emergency diagram of Diabetic Ketoacidosis (DKA). Show abdominal pain, vomiting, rapid deep breathing, fruity breath, hyperglycemia, metabolic acidosis, elevated ketones. Label: Immediate management: IV fluids, insulin, and potassium."
54,"Create a diabetic complication diagram of Gastroparesis. Show long-standing type 2 diabetes, autonomic neuropathy impairing gastric motility, early satiety, unintentional weight loss, post-meal heartburn, fluctuating glycemic control, mild abdominal distension."
55,"Generate an ophthalmology diagram of Nonproliferative Diabetic Retinopathy. Show small red dots (microaneurysms), blot hemorrhages, yellowish lipid deposits (hard exudates) around macula, intermittent blurry vision. Label: Annual ophthalmologic screening essential."
56,"Create a metabolic physiology diagram of Glucagon in Fasting. Show prolonged fasting, glucagon rise stimulating hepatic glycogenolysis and gluconeogenesis, maintaining normoglycemia. Label: Prevents hypoglycemia between meals, catecholamines assist in prolonged fasting."
57,"Generate an emergency medicine diagram of Hypoglycemia Treatment without IV Access. Show unconscious patient, glucometer reading 38 mg/dL, no IV access. Label: Administer intramuscular glucagon to stimulate hepatic glycogenolysis, fastest way to raise glucose."
58,"Create a pancreatic tumor diagram of Glucagonoma. Show pancreatic alpha-cell tumor, markedly elevated glucagon, necrolytic migratory erythema rash (erythematous blistering lesions with crusting), unintentional weight loss, new-onset diabetes, depression, fatigue."
59,"Generate a metabolic physiology diagram of Hunger Hormones During Dieting. Show calorie restriction, low insulin, reduced leptin, high ghrelin stimulating appetite and food-seeking behavior, increased hunger, reduced energy. Label: Ghrelin secreted by stomach."
60,"Create a cellular signaling diagram of Insulin Receptor Mechanism. Show insulin binding cell-surface tyrosine kinase receptor, autophosphorylation, downstream pathways promoting glucose uptake and glycogen synthesis. Label: Tyrosine kinase signaling, insulin resistance involves postreceptor defects."
61,"Generate a cellular signaling diagram of Glucagon Receptor Mechanism. Show glucagon binding Gs-coupled receptor, increasing cAMP, activating protein kinase A, stimulating glycogenolysis and gluconeogenesis. Label: Gs → cAMP pathway, similar to beta-adrenergic receptors."
62,"Create a gastrointestinal physiology diagram of Ghrelin Before Meals. Show fasting state, increased hunger, stomach growling, increased gastric motility shortly before lunch, elevated ghrelin. Label: Ghrelin rises before meals, stimulates appetite via hypothalamus."
63,"Generate a vascular physiology diagram of Vasopressin V1 Receptor. Show vasopressin analog, V1 receptor activation, Gq signaling pathway, phospholipase C activation, IP3 and DAG generation, increased intracellular calcium, systemic vasoconstriction. Label: V1 = vasoconstriction, V2 = water reabsorption."
64,"Create a hormone classification diagram of Nuclear Receptor Hormones. Show lipophilic hormones (cortisol, aldosterone, testosterone, estrogen, progesterone, vitamin D, T3/T4) diffusing into cells, binding intracellular nuclear receptors, altering gene transcription. Label: Steroid hormones and thyroid hormones use this mechanism."
