1,"Generate an anatomical diagram of Spleen White Pulp Architecture. Show lymphoid follicles with germinal centers containing CD20+ B cells (B-cell activation zone). Show periarteriolar lymphoid sheath (PALS) with CD3+ T cells surrounding small arteries. Label: Marginal zone contains macrophages and antigen-presenting cells."
2,"Create a clinical diagram of Functional Asplenia in Sickle Cell Disease. Show autosplenectomy from vaso-occlusion, decreased IgM, impaired complement activation (C3b opsonization), high risk of encapsulated bacteria (S. pneumoniae, H. influenzae, N. meningitidis). Label: Vaccination against encapsulated pathogens essential."
3,"Generate a hematology diagram of Howell-Jolly Bodies. Show postsplenectomy peripheral blood smear with erythrocytes containing small, round basophilic nuclear remnants. Label: Normally removed by splenic macrophages, presence indicates absent/impaired splenic function. Also show target cells."
4,"Create a clinical diagram of Thymoma Associated with Myasthenia Gravis. Show anterior mediastinal mass, immature lymphocytes on biopsy, acetylcholine receptor antibodies causing fatigable muscle weakness (double vision, muscle fatigue worsening throughout day). Label: Thymectomy can improve symptoms."
5,"Generate a cellular immunology diagram of TLR4 Recognition of LPS. Show Gram-negative bacteria with lipopolysaccharide (LPS), TLR4 receptor on macrophage, recognition triggering inflammatory response. Label: TLR4 defect impairs pathogen recognition, predisposes to severe Gram-negative infections."
6,"Create an immunology diagram of MHC I Antigen Presentation. Show virus-infected cell, MHC I presenting endogenous viral antigens to CD8+ cytotoxic T cells, impaired MHC I expression causing susceptibility to viral infections. Label: MHC I expressed on all nucleated cells."
7,"Generate an immunology diagram of MHC II Deficiency. Show impaired MHC II antigen presentation to CD4+ helper T cells, resulting in chronic mucocutaneous fungal infections and recurrent extracellular bacterial illness. Label: MHC II found on professional APCs (dendritic cells, macrophages, B cells)."
8,"Create a clinical diagram of Ankylosing Spondylitis. Show HLA-B27 association, chronic inflammatory back pain, sacroiliitis (inflammatory changes at sacroiliac joints), reduced spinal mobility, heel pain. Label: Seronegative spondyloarthropathy, symptoms improve with activity."
9,"Generate an immunology diagram of Antibody-Dependent Cell-Mediated Cytotoxicity (ADCC). Show CMV-infected cell with decoy MHC I proteins preventing NK-cell activation, IgG antibodies coating infected cell, NK cells/macrophages recognizing via Fc receptors, cell destruction. Label: ADCC uses IgG to direct immune cells to kill antibody-coated targets."
10,"Create a thymic development diagram of Negative Selection. Show thymic medulla, self-reactive T cells recognizing self-antigens too strongly being eliminated, failure causing autoimmune diseases (type 1 diabetes, celiac disease, vitiligo). Label: AIRE mutations also impair negative selection."
11,"Generate an immunology diagram of Regulatory T Cells (Tregs). Show FOXP3 mutation in IPEX syndrome, impaired Treg generation, loss of immune tolerance, severe early-onset autoimmune disease (eczema, chronic diarrhea). Label: Tregs express CD3, CD4, CD25, FOXP3, secrete IL-10 and TGF-β."
12,"Create an immunology diagram of CD8+ Cytotoxic T Cells. Show CD8+ T cells killing virus-infected cells via perforin, granzyme, and Fas-FasL interactions, deficiency causing recurrent severe viral infections. Label: CD8+ cells require MHC I for activation, granzyme induces apoptosis."
13,"Generate an antibody structure diagram of IgG Fc Region Function. Show IgG antibody with Fab region (antigen binding) and Fc region, Fc receptors on macrophages/neutrophils, opsonization and phagocytosis, complement C1q binding. Label: Fc region mediates effector function, mutation impairs opsonization."
14,"Create an obstetric immunology diagram of Maternal IgG Transfer. Show IgG crossing placenta, providing passive immunity for first several months of life, low IgG at 6 months suggesting impaired maternal transfer or early-onset humoral immunodeficiency. Label: Infants rely on maternal IgG until immune system matures."
15,"Generate a mucosal immunology diagram of IgA Function. Show IgA abundant in tears, saliva, mucosal secretions, breast milk, protecting mucosal surfaces, IgA deficiency causing recurrent sinusitis and chronic ear infections. Label: Selective IgA deficiency is most common primary immunodeficiency, IgA resistant to proteases."
16,"Create an immunology diagram of IgM Structure and Function. Show pentameric IgM structure, first antibody produced during acute infection, strong complement activation ability, early immune response before class-switching. Label: IgM is first immunoglobulin produced by fetus, pentameric form allows potent complement fixation."
17,"Generate a hematology diagram of Cold Autoimmune Hemolytic Anemia. Show IgM binding to RBCs at low temperatures, complement activation causing intravascular hemolysis, dark urine, triggered by infections (Mycoplasma pneumoniae, EBV). Label: IgM agglutinates RBCs, cold agglutinins, IgG mediates warm AIHA."
18,"Create a complement pathway diagram of C3 Deficiency. Show C3 as central convergence point of all complement pathways, essential for opsonization and enhancing phagocytosis, deficiency causing recurrent pyogenic bacterial infections. Label: C3 deficiency leads to severe recurrent bacterial infections, terminal complement deficiencies predispose to Neisseria."
19,"Generate a hematology diagram of Paroxysmal Nocturnal Hemoglobinuria (PNH). Show PIGA mutation causing deficient GPI anchors, loss of CD55 (DAF) and CD59 on RBCs, complement-mediated lysis especially at night (pH drops), dark morning urine, high risk of venous thrombosis. Label: CD55/CD59 deficiency confirms diagnosis."
20,"Create a pharmacology diagram of ACE Inhibitor-Induced Angioedema. Show ACE inhibitor preventing bradykinin breakdown, increased bradykinin levels worsening hereditary angioedema (C1 esterase inhibitor deficiency), lip and tongue swelling. Label: Avoid ACE inhibitors in hereditary angioedema, ARBs are safer alternatives."
21,"Generate a sepsis pathophysiology diagram of TNF-α in Septic Shock. Show Gram-negative bacteria, endotoxin, macrophages producing TNF-α, mediating systemic inflammatory response (fever, hypotension, confusion), elevated ESR and CRP. Label: TNF-α promotes vascular permeability and hypotension."
22,"Create a clinical pharmacology diagram of Anti-TNF Therapy and Latent TB. Show infliximab (anti-TNF-α monoclonal antibody), positive IGRA indicating latent TB, increased risk of reactivating latent tuberculosis, treatment required before initiating therapy. Label: TNF essential for granuloma maintenance, anti-TNF can unmask granulomatous infections."
23,"Generate an immunology diagram of IL-10 Anti-Inflammatory Effects. Show elevated IL-10 levels, downregulating Th1 responses, suppressing macrophage activation, impairing ability to clear intracellular pathogens including viruses, causing recurrent viral infections. Label: IL-10 and TGF-β maintain immune tolerance, excess IL-10 weakens antiviral immunity."
24,"Create a virology diagram of EBV Entry into B Cells. Show EBV binding to CD21 (CR2) receptor on B lymphocytes, persistent infection causing uncontrolled B-cell activation, lymphoid hyperplasia, atypical lymphocytosis. Label: CD21 is receptor for EBV on B cells, commonly causes infectious mononucleosis."
25,"Generate a flow cytometry diagram of B-Cell Markers. Show monoclonal B-cell population expressing CD19 and CD20, classic B-cell markers in B-cell lymphomas, CD20 as therapeutic target (rituximab). Label: CD20 is major therapeutic target in many B-cell malignancies."
26,"Create a vaccination diagram of Live Vaccine Contraindications. Show Bruton agammaglobulinemia (X-linked, absent B cells), inability to produce mature B cells, Sabin oral polio vaccine (OPV) as live-attenuated vaccine that may revert to neurovirulent form, Salk IPV (inactivated) is safe. Label: Avoid ALL live vaccines in B-cell deficiencies."
27,"Generate a clinical management diagram of Tetanus Prophylaxis. Show dirty wound (rusty nail), uncertain vaccination history, tetanus toxoid (long-term immunity) + tetanus immune globulin (TIG, immediate passive protection) both required. Label: Dirty wounds require both if >5 years since last booster, clean wounds need only booster if >10 years."
28,"Create an allergy diagram of Histamine in Anaphylaxis. Show bee sting, mast cell degranulation, histamine release causing vasodilation, bronchoconstriction, increased vascular permeability, urticaria, airway compromise, hypotension, tachycardia. Label: Histamine is primary rapid mediator, epinephrine counteracts effects."
29,"Generate an immunology diagram of Type IV Hypersensitivity (PPD Test). Show PPD injection site, CD4+ Th1 cells releasing IFN-γ, activating macrophages, producing indurated response at 48 hours. Label: Th1 cells drive granuloma formation, type IV reactions occur 48-72 hours after exposure."
30,"Create a transfusion medicine diagram of Type II Hypersensitivity (Acute Hemolytic Transfusion Reaction). Show ABO incompatibility, complement-mediated destruction of transfused RBCs, fever, flank pain, hypotension, red urine (hemoglobinuria) within first hour. Label: Complement activation plays central role, occurs during or shortly after transfusion."
31,"Generate a pharmacology diagram of Cyclosporine Mechanism and Side Effects. Show calcineurin inhibitor suppressing IL-2 transcription, reducing T-cell activation, causing nephrotoxicity and gingival hyperplasia. Label: Both cyclosporine and tacrolimus inhibit calcineurin, monitor renal function closely."
32,"Create a pharmacology diagram of Sirolimus (Rapamycin) Mechanism. Show mTOR inhibition blocking T- and B-cell proliferation in response to IL-2 signaling, non-nephrotoxic immunosuppressant. Label: Sirolimus uniquely non-nephrotoxic among immunosuppressants, often used in combination with calcineurin inhibitors."
33,"Generate a pharmacology diagram of Basiliximab Mechanism. Show IL-2 receptor-blocking monoclonal antibody preventing organ transplant rejection, blocking IL-2 receptors on activated T cells, side effects (tremors, leukopenia). Label: IL-2 signaling essential for T-cell proliferation, used mainly for induction therapy."
34,"Create a pharmacology diagram of Eculizumab for PNH. Show complement protein C5 inhibition, preventing membrane attack complex formation, reducing hemolysis in PNH. Label: PNH = complement-mediated RBC lysis due to lack of CD55/CD59, vaccination against Neisseria required due to MAC inhibition."
35,"Generate a pharmacology diagram of Interferon Beta in Multiple Sclerosis. Show interferon beta reducing Th1-mediated proinflammatory activity, decreasing CNS demyelination episodes, shifting immune profile toward less inflammatory state. Label: Interferon beta has immunomodulatory and antiviral properties, reduces frequency of MS relapses."
36,"Create a pharmacology interaction diagram of Allopurinol and Azathioprine. Show allopurinol inhibiting xanthine oxidase required for azathioprine metabolism, toxic accumulation of azathioprine causing severe pancytopenia. Label: Azathioprine converted to 6-MP inhibits nucleotide synthesis, dose reduction mandatory if allopurinol used."
37,"Generate a clinical genetics diagram of DiGeorge Syndrome. Show 22q11 deletion disrupting third pharyngeal pouch development, thymic aplasia (absent thymic shadow on CXR), hypocalcemia (absent parathyroids), decreased T cells, congenital heart disease (truncus arteriosus, tetralogy of Fallot). Label: Classic triad: thymic aplasia, hypocalcemia, congenital heart disease."
38,"Create a pathology diagram of Bruton Agammaglobulinemia Lymph Node. Show poorly developed architecture, absence of germinal centers and primary follicles, absent plasma cells, BTK deficiency preventing B-cell maturation. Label: High risk of infections from encapsulated bacteria, live vaccines must be avoided."
39,"Generate a clinical diagram of Severe Combined Immunodeficiency (SCID). Show profound lymphopenia with absent T and B cells, absent thymic shadow, chronic diarrhea, persistent thrush, multiple bacterial and viral infections, failure to thrive. Label: Requires urgent bone marrow transplant, avoid live vaccines, even routine infections can be fatal."
40,"Create a diagnostic test diagram of DHR Flow Cytometry for CGD. Show chronic granulomatous disease, NADPH oxidase deficiency, impaired respiratory burst, DHR test showing reduced green fluorescence due to inability to generate reactive oxygen species, recurrent infections with catalase-positive organisms (S. aureus). Label: CGD predisposes to infections by organisms that neutralize their own H2O2."
41,"Generate a transplant pathology diagram of Acute Rejection. Show kidney transplant, sudden rise in creatinine two weeks post-operation, dense lymphocytic infiltration, vasculitis, C4d deposition in peritubular capillaries, both T-cell-mediated injury and antibody-mediated complement activation. Label: Acute rejection often reversible with intensified immunosuppression, C4d positivity = antibody-mediated injury."
42,"Create a transplant medicine diagram of Graft-versus-Host Disease (GVHD). Show allogeneic bone marrow transplant, immunocompetent donor T cells attacking host tissues, diffuse maculopapular rash, abdominal cramping with watery diarrhea, jaundice, elevated bilirubin and liver enzymes. Label: GVHD requires donor T cells, occurs in bone marrow and liver transplants, immunosuppressive therapy essential."
43,"Generate a transplant pathology diagram of Hyperacute Rejection. Show renal transplant, immediate cyanosis and swelling within minutes of reperfusion, firm mottled graft, no urine output, preformed anti-donor IgG activating complement, widespread thrombosis and graft necrosis. Label: Hyperacute rejection is irreversible, must be prevented with proper crossmatching."
44,"Create a transplant pathology diagram of Chronic Rejection. Show kidney transplant one year later, gradually worsening hypertension and rising creatinine, interstitial fibrosis, concentric intimal thickening of graft vessels (onion-skinning), cytokine-driven vascular smooth muscle proliferation. Label: Chronic rejection is leading cause of long-term graft loss, not reversible, involves both cellular and humoral mechanisms."
45,"Generate a transplant pathology diagram of Acute Cellular Rejection. Show heart transplant, new arrhythmias and reduced ejection fraction four weeks post-surgery, dense lymphocytic infiltrates causing myocyte damage, no C4d deposition. Label: Most common type of rejection in heart transplants, responds well to steroid escalation."
46,"Create a transplant pathology diagram of Chronic Liver Rejection. Show liver transplant, rise in liver enzymes, bile duct destruction (vanishing bile duct syndrome), arterial obliteration due to progressive intimal thickening, no acute inflammation. Label: Chronic rejection typically irreversible, biopsy clues: bile duct loss + arterial narrowing."
47,"Generate an immunology diagram of Indirect Allorecognition. Show host dendritic cells processing donor antigens, presenting them on recipient MHC to host T cells in regional lymph nodes, delayed T-cell activation and rejection over several weeks. Label: Indirect = slower, recipient APC → recipient T cell, contributes to chronic and late acute rejection."
48,"Create a virology diagram of CD21 Receptor Upregulation in EBV. Show EBV infection, fever, sore throat, posterior cervical lymphadenopathy, atypical lymphocytes, B cells with upregulated CD21 (CR2) binding C3d complement fragments and EBV. Label: EBV infects B cells via CD21, leads to polyclonal B-cell activation, atypical lymphocytes are reactive CD8+ T cells."
49,"Generate a complement deficiency diagram of C3 Deficiency and Opsonization. Show recurrent pyogenic infections (lungs, sinuses), normal immunoglobulin levels, markedly decreased C3b deposition on bacterial surfaces, impaired opsonization preventing phagocytes from effectively binding pathogens. Label: C3 deficiency leads to severe recurrent pyogenic infections, opsonization critical for clearing encapsulated organisms."
50,"Create an immunology diagram of FOXP3 Mutation and Treg Deficiency. Show FOXP3 mutation preventing regulatory T-cell development, IPEX syndrome with severe dermatitis, recurrent respiratory infections, autoimmunity. Label: Tregs express CD4, CD25, FOXP3, loss of Treg function causes severe early-onset autoimmunity."
51,"Generate a transplant pathology diagram of Chronic Rejection Mechanism. Show kidney transplant recipient with stable function for a year, gradually developing hypertension and declining GFR, progressive interstitial fibrosis, concentric intimal thickening of graft vessels without significant lymphocytic infiltrates, chronic cytokine-driven vascular smooth muscle proliferation. Label: Chronic rejection is irreversible and progresses slowly, mechanism resembles accelerated atherosclerosis."
52,"Create an immunology diagram of Hyper-IgM Syndrome. Show normal T-cell and B-cell numbers, profound absence of IgG, IgA, and IgE, very high IgM, defective CD40L on T cells preventing class switching in B cells. Label: Characteristic: high IgM with low IgG, IgA, IgE, leads to opportunistic infections due to impaired T-cell-B-cell cooperation."
