1,"Generate a clinical diagram of Physical Child Abuse (Shaken Baby Syndrome). Show 6-month-old infant with lethargy and seizures, bilateral retinal hemorrhages, multiple posterior rib fractures at various stages of healing, forceful squeezing causing rib fractures. Label: Mandatory reporting to child protective services required, retinal hemorrhages + subdural hematomas are classic for abusive head trauma."
2,"Create a clinical diagram of ADHD (Attention-Deficit/Hyperactivity Disorder). Show 9-year-old boy with difficulty staying seated, interrupting classmates, losing focus during lessons, symptoms present in multiple settings (home and school), functional impairment. Label: First-line therapy: stimulants (methylphenidate or amphetamines), non-stimulant options include atomoxetine or guanfacine."
3,"Generate a developmental disorder diagram of Autism Spectrum Disorder. Show 3-year-old girl avoiding eye contact, not responding to name, repeatedly spinning same toy, limited speech (single words only), deficits in social communication and restricted repetitive behaviors. Label: More common in males, may be associated with macrocephaly, early intervention significantly improves outcomes."
4,"Create a behavioral disorder diagram of Conduct Disorder. Show 16-year-old boy with aggression toward peers, destruction of property, repeated theft, no remorse, fighting, behaviors persisting over a year. Label: Can progress to Antisocial Personality Disorder in adulthood, treatment includes therapy targeting impulse control and social skills."
5,"Generate a behavioral disorder diagram of Oppositional Defiant Disorder. Show 8-year-old boy arguing with teachers, refusing to comply with instructions, deliberately annoying classmates, similar behaviors at home, no aggression toward people/animals. Label: Behavioral therapy is first-line, does not include aggression toward people/animals."
6,"Create an anxiety disorder diagram of Selective Mutism. Show 7-year-old girl speaking normally at home, refusing to speak in classroom despite understanding material, symptoms persisting for two months, affecting academic performance. Label: Behavioral therapy and gradual exposure techniques are effective, often coexists with social anxiety."
7,"Generate a movement disorder diagram of Tourette Syndrome. Show 10-year-old boy with repetitive blinking (motor tic) and throat-clearing (vocal tic), symptoms for over a year, worsening under stress. Label: Treatment includes behavioral therapy, severe cases may require antipsychotics, tics often wax and wane."
8,"Create a developmental milestone diagram of Babbling (6 months). Show 6-month-old infant making repetitive consonant-vowel sounds (ba-ba, da-da), rolling from back to front, sitting briefly when supported. Label: Babbling usually begins around 4-6 months, lack of babbling may suggest hearing impairment or developmental delay."
9,"Generate a social development diagram of Parallel Play (2 years). Show 2-year-old boy walking independently, climbing stairs with assistance, kicking ball, playing next to other children without direct interaction or sharing toys. Label: Parallel play common between ages 2-3 years, cooperative play usually develops around age 4-5 years."
10,"Create a language development diagram of Storytelling (4 years). Show 4-year-old girl riding tricycle, hopping on one foot, playing actively with other children, describing events from day, narrating short sequences with beginning and end. Label: By age 4, children usually speak in full sentences, storytelling reflects both language development and cognitive sequencing abilities."
11,"Generate a behavioral psychology diagram of Positive Reinforcement. Show 7-year-old boy staying in seat during classroom lessons, teacher giving sticker each time he completes full lesson without interrupting, behavior improving over several weeks. Label: Reinforcement increases behavior, positive = adding something pleasant."
12,"Create a behavioral psychology diagram of Extinction. Show 10-year-old girl interrupting parents during phone conversations, parents ignoring interruptions completely, giving attention only when she waits patiently, interruptions decreasing over time. Label: Extinction often causes temporary extinction burst before behavior fades, different from punishment."
13,"Generate a behavioral psychology diagram of Negative Punishment. Show 6-year-old boy refusing to put away toys, parents removing evening screen time each time he refuses, child beginning to clean up consistently after few weeks. Label: Negative punishment = remove reward to decrease behavior, common example: time-out removes access to desirable activities."
14,"Create a behavioral psychology diagram of Negative Reinforcement. Show 12-year-old boy with asthma using rescue inhaler to stop wheezing, inhaler bringing relief, using it more promptly whenever symptoms start. Label: Negative reinforcement ≠ punishment, removing negative stimulus increases behavior."
15,"Generate a psychotic disorder diagram of Schizophrenia. Show 25-year-old man with bizarre behavior over 7 months, hearing multiple voices commenting on actions, believing coworkers can access thoughts, social withdrawal, employment struggles. Label: Requires at least 6 months of continuous disturbance, atypical antipsychotics are first-line therapy, negative symptoms predict long-term functional impairment."
16,"Create a psychotic disorder diagram of Schizoaffective Disorder. Show 30-year-old woman with 8-month history of intermittent auditory hallucinations, previous depressive episode resolved two months ago, hallucinations continuing in absence of mood symptoms, mood currently stable. Label: Must separate psychotic symptoms from mood episodes, treatment combines antipsychotics with mood stabilizers or antidepressants."
17,"Generate a mood disorder diagram of Major Depressive Disorder. Show 32-year-old woman with 3-month history of low mood, excessive guilt, difficulty sleeping, trouble concentrating at work, symptoms impairing daily function, no periods of elevated mood or psychosis. Label: SSRIs and psychotherapy are first-line treatments, screening for suicidal ideation is essential."
18,"Create a personality disorder diagram of Schizotypal Personality Disorder. Show 25-year-old man with unusual beliefs, social isolation, elaborate clothing, claims of mystical abilities, tangential overly abstract speech, discomfort around others, no hallucinations or fixed delusions. Label: Classified under Cluster A (odd/eccentric) personality disorders, may progress to schizophrenia in some cases."
19,"Generate a personality disorder diagram of Obsessive-Compulsive Personality Disorder. Show 45-year-old woman as rigid, perfectionistic, overly controlling, spending hours correcting minor details, difficulty delegating tasks, believing strict standards are appropriate, no distress regarding behavior. Label: OCPD is ego-syntonic (unlike OCD which is ego-dystonic), treated primarily with psychotherapy."
20,"Create a personality disorder diagram of Borderline Personality Disorder. Show 28-year-old woman with intense unstable relationships, rapid shifts between admiration and anger, chronic fears of abandonment, impulsive spending, emotional outbursts, feeling empty inside. Label: Dialectical behavior therapy (DBT) is treatment of choice, self-harm behaviors may occur and require careful monitoring."
21,"Generate a personality disorder diagram of Histrionic Personality Disorder. Show 35-year-old man exaggerating emotions, speaking dramatically, uncomfortable when not center of attention, using flamboyant clothing and behavior to draw focus. Label: Trait: uncomfortable when not center of attention, part of Cluster B (dramatic, emotional, erratic)."
22,"Create a personality disorder diagram of Narcissistic Personality Disorder. Show 40-year-old man boasting about accomplishments, reacting angrily when others fail to admire him, believing superior to coworkers, lacking empathy, exploiting others to advance career. Label: Narcissistic injury → rage when criticized, Cluster B personality disorder."
23,"Generate a personality disorder diagram of Avoidant Personality Disorder. Show 30-year-old woman avoiding work gatherings and social outings due to fear of rejection, desiring friendships but held back by feelings of inadequacy and concerns about criticism, no history of aggression or isolation by choice. Label: Often confused with Social Anxiety Disorder, avoidant PD is more pervasive across life domains, Cluster C (anxious, fearful)."
24,"Create a personality disorder diagram of Dependent Personality Disorder. Show 50-year-old man relying heavily on spouse to make decisions, becoming distressed at thought of being alone, avoiding disagreeing with others to maintain support, believing cannot care for self. Label: Treatment encourages autonomy and self-efficacy, Cluster C personality disorder."
25,"Generate a personality disorder diagram of Borderline Personality Disorder (Self-Harm). Show 29-year-old woman with long history of unstable romantic relationships, impulsive spending, intense mood swings, chronic fears of abandonment, past history of self-harm during times of emotional stress. Label: DBT improves emotional regulation and interpersonal effectiveness, dichotomous thinking is highly characteristic."
26,"Create a personality disorder diagram of Antisocial Personality Disorder. Show 19-year-old man detained after assaulting neighbor and stealing property, showing no remorse, history of similar behaviors since childhood, cruelty toward animals and serious rule violations before age 15. Label: Strong association with criminal behavior and disregard for rules, Cluster B personality disorder."
27,"Generate a personality disorder diagram of Borderline Personality Disorder (Splitting). Show 24-year-old woman with pattern of intense unstable relationships, extreme shifts between admiration and anger, fearing abandonment, idealizing partner but quickly devaluing former partners. Label: DBT improves emotional regulation and interpersonal effectiveness, dichotomous thinking is highly characteristic."
28,"Create a personality disorder diagram of Dependent Personality Disorder (Abusive Relationship). Show 35-year-old woman remaining in abusive relationship despite repeated harm, stating cannot function alone, constantly seeking guidance and reassurance from partner. Label: Often presents with difficulty making decisions independently, therapy focuses on building assertiveness and autonomy."
29,"Generate a personality disorder diagram of Obsessive-Compulsive Personality Disorder (Task Inefficiency). Show 40-year-old man taking excessively long to complete projects, becoming fixated on checking minute details, insisting tasks be performed exactly his way causing significant delays, expressing pride in meticulous approach. Label: OCPD = ego-syntonic, OCD = ego-dystonic, Cluster C personality disorder (anxious and fearful)."
30,"Create a defense mechanism diagram of Displacement. Show 38-year-old man being reprimanded by supervisor but saying nothing during meeting, later that evening abruptly yelling at spouse over minor issue at dinner. Label: Allows expression of emotion without confronting feared source, commonly observed in hierarchical workplace frustrations."
31,"Generate a defense mechanism diagram of Sublimation. Show 12-year-old boy with history of aggressive outbursts participating in competitive sports, becoming highly skilled, using athletics to channel intense emotions in socially acceptable way. Label: Sublimation is one of most adaptive defense mechanisms, transforms impulses rather than avoiding or expressing them destructively."
32,"Create a defense mechanism diagram of Acting Out. Show teenager feeling angry about strict curfew rules at home, instead of discussing frustrations repeatedly breaking curfew, getting into fights at school, engaging in impulsive risky behaviors. Label: Acting out bypasses conscious reflection, often seen during emotional stress or developmental transitions."
33,"Generate a dissociative disorder diagram of Dissociative Amnesia with Fugue. Show 48-year-old man found wandering in distant city with no identification, cannot recall name occupation or how arrived there, no trauma or intoxication, recent severe marital and financial stress. Label: Memory typically returns spontaneously, must rule out neurologic causes and substance use."
34,"Create a neuropsychiatric diagram of Delirium. Show 82-year-old woman with mild Alzheimer dementia, suddenly confused and disoriented, talking to deceased husband, appearing restless and inattentive, symptoms developing rapidly over several hours. Label: Delirium = acute + fluctuating + impaired attention, always search for and treat reversible causes (UTI, medications)."
35,"Generate a somatic disorder diagram of Conversion Disorder. Show 23-year-old woman developing sudden paralysis of both legs day after emotionally traumatic breakup, neurological exam and imaging completely normal, appearing oddly calm about symptoms (la belle indifférence). Label: Symptoms are unconsciously produced, often follows acute stress or emotional conflict."
36,"Create a somatic disorder diagram of Illness Anxiety Disorder. Show 30-year-old woman frequently visiting multiple physicians due to persistent fear of having cancer, normal exams and repeated negative testing, constantly seeking reassurance but remaining convinced something is wrong. Label: Best treated with CBT and consistent follow-ups, different from Somatic Symptom Disorder where physical symptoms predominate."
37,"Generate a somatic disorder diagram of Somatic Symptom Disorder. Show 45-year-old woman with chronic abdominal pain persisting for years, extensive testing (CT scans, endoscopy, bloodwork) normal, remaining highly distressed and repeatedly seeking medical evaluation. Label: Focus on functional improvement not symptom elimination, avoid unnecessary testing, schedule regular visits."
38,"Create a factitious disorder diagram of Factitious Disorder (Imposed on Self). Show 32-year-old nurse reporting hematuria for three months, all diagnostic evaluations normal, coworker reporting seeing her place another patient's blood into her own urine sample prior to submitting it. Label: Often associated with healthcare workers or extensive medical knowledge, treatment requires supportive non-confrontational approaches."
39,"Generate an eating disorder diagram of Anorexia Nervosa. Show 16-year-old girl with BMI of 16, restricting food intake due to intense fear of weight gain, exercising excessively, loss of menstrual periods (amenorrhea). Label: Medical complications: osteoporosis, bradycardia, hypokalemia, refeeding must be done cautiously to avoid electrolyte shifts."
40,"Create a medical complication diagram of Refeeding Syndrome. Show hospitalized patient with anorexia nervosa beginning nutritional rehabilitation, within 48 hours developing weakness, arrhythmias, confusion, hypophosphatemia, hypokalemia, hypomagnesemia. Label: Hallmark: hypophosphatemia, prevention: slow refeeding + electrolyte monitoring, rapid carbohydrate intake → insulin surge → intracellular shift of electrolytes."
41,"Generate an eating disorder diagram of Bulimia Nervosa. Show 20-year-old college student with weekly episodes of binge eating followed by vomiting, BMI of 23, bilateral parotid enlargement, calluses on knuckles (Russell sign). Label: Causes hypokalemic metabolic alkalosis, treatment: CBT + SSRIs."
42,"Create an eating disorder diagram of Binge-Eating Disorder. Show 26-year-old man frequently eating unusually large amounts of food in short time, not purging or restricting afterward, BMI of 30. Label: Most common eating disorder, treated with CBT, SSRIs, and sometimes lisdexamfetamine."
43,"Generate a sleep disorder diagram of Sleep Terror Disorder. Show 6-year-old boy waking up screaming in terror multiple times per week, sitting upright with frightened expression, not responding to parents, recalling nothing in morning. Label: Often triggered by fever stress or sleep deprivation, typically resolves spontaneously, occurs in non-REM sleep."
44,"Create a pediatric disorder diagram of Primary Enuresis. Show 7-year-old girl wetting bed three times per week, never achieved nighttime dryness, otherwise healthy. Label: First-line management: behavioral modification (scheduled voiding, limiting evening fluids, positive reinforcement), next steps: bedwetting alarm then desmopressin if needed."
45,"Generate a sleep disorder diagram of Narcolepsy. Show 20-year-old college student falling asleep during day despite adequate nighttime sleep, hallucinations as falling asleep (hypnagogic), sudden muscle weakness when laughing (cataplexy). Label: Associated with decreased orexin (hypocretin) levels in lateral hypothalamus, treatment: modafinil scheduled naps, sodium oxybate for cataplexy."
46,"Create a behavioral change diagram of Precontemplation Stage (Smoking Cessation). Show 60-year-old man with advanced COPD continuing to smoke daily, stating enjoys it and sees no reason to quit despite worsening shortness of breath, becoming mildly irritated when topic of quitting mentioned. Label: Precontemplation → raise awareness not action, avoid confrontation which increases resistance."
47,"Generate a pharmacology diagram of Serotonin Syndrome. Show 29-year-old man taking sertraline (SSRI) started on linezolid (weak MAOI) for MRSA cellulitis, two days later developing confusion, diaphoresis, high fever, hyperreflexia, inducible clonus at ankles. Label: Hyperreflexia + clonus = hallmark findings, treat with cyproheptadine (serotonin antagonist), stop serotonergic agents immediately."
48,"Create a pharmacology diagram of Neuroleptic Malignant Syndrome. Show patient taking haloperidol presenting with sudden onset fever, severe generalized rigidity (lead-pipe), confusion, autonomic instability, markedly elevated creatine kinase level. Label: Treat with dantrolene or bromocriptine plus supportive care, slower onset differentiates it from serotonin syndrome."
49,"Generate a pharmacology diagram of Acute Dystonia. Show 22-year-old man developing severe neck stiffness, jaw spasms, painful upward deviation of eyes one day after starting new antipsychotic, appearing distressed and unable to control movements. Label: Occurs within hours-days of antipsychotic initiation, treat with anticholinergics (benztropine) or antihistamines (diphenhydramine), distinct from akathisia and tardive dyskinesia."
50,"Create a substance withdrawal diagram of Delirium Tremens. Show hospitalized man with alcohol use disorder becoming confused, agitated, tremulous 48 hours after last drink, seeing insects crawling on walls, appearing tachycardic and hypertensive. Label: Occurs 2-4 days after cessation, medical emergency requiring aggressive treatment with benzodiazepines, alcoholic hallucinosis occurs earlier and lacks autonomic instability."
51,"Generate an emergency medicine diagram of Opioid Overdose. Show patient found unconscious with respiratory depression and pinpoint pupils (miosis), shallow breathing, severe hypoxia on pulse oximetry. Label: Treat with naloxone which rapidly reverses opioid effects due to high receptor affinity, short half-life → repeated doses often required, do not confuse with naltrexone."
52,"Create a substance intoxication diagram of Cocaine Intoxication. Show man extremely agitated and paranoid, reporting bugs crawling all over skin (formication), dilated pupils (mydriasis), elevated heart rate and blood pressure. Label: Major risks: MI, stroke, arrhythmias, treat agitation with benzodiazepines, sympathomimetic activation."
53,"Generate a substance intoxication diagram of Cannabis Intoxication. Show young adult with red eyes (conjunctival injection), dry mouth, slowed reaction time, intense hunger (munchies), stable vital signs. Label: Can impair memory attention and motor coordination, anxiety or panic reactions can occur in some users."
54,"Create a substance intoxication diagram of PCP Intoxication. Show violent disoriented man brought to ED by police, not responding to pain, appearing extremely agitated, vertical nystagmus on exam. Label: High risk of trauma and rhabdomyolysis, treat agitation with benzodiazepines not antipsychotics, distinctive finding among intoxicants."
55,"Generate a nutritional deficiency diagram of Wernicke Encephalopathy. Show chronic alcoholic presenting with confusion, ataxia, nystagmus, impaired eye movements (ophthalmoplegia). Label: Caused by thiamine deficiency, triad: confusion ataxia and ophthalmoplegia, always give IV thiamine BEFORE glucose, untreated cases may progress to irreversible Korsakoff syndrome."
56,"Create a pharmacology diagram of Methadone/Buprenorphine for Opioid Use Disorder. Show 42-year-old man with long history of heroin use requesting help to stay clean, multiple relapses after detox, highly motivated for long-term treatment, cannot tolerate abrupt cessation. Label: Methadone is long-acting full opioid agonist dispensed in supervised clinics, buprenorphine is partial agonist with safer profile prescribed in outpatient settings, both are first-line for maintenance therapy."
57,"Generate a pharmacology diagram of Akathisia. Show 33-year-old man with schizophrenia started on haloperidol, two weeks later reporting feeling unable to sit still, constantly pacing around house, sensation unbearable and interfering with sleep. Label: Beta-blockers like propranolol effectively reduce this symptom, often appears days to weeks after starting antipsychotics, do NOT treat with anticholinergics."
58,"Create a pharmacology diagram of Tardive Dyskinesia. Show 60-year-old man treated with haloperidol for several years presenting with involuntary chewing movements, lip smacking, tongue protrusion, symptoms worsening when anxious and interfering with eating. Label: Caused by dopamine receptor supersensitivity over time, late-onset often irreversible, valbenazine or deutetrabenazine are preferred treatments."
59,"Generate a pharmacology diagram of Clozapine Agranulocytosis. Show 38-year-old man with schizophrenia taking clozapine presenting with fever and sore throat, neutrophil count of 450/µL, appearing ill and fatigued. Label: Immediate discontinuation and antibiotic coverage essential, patients on clozapine require routine ANC monitoring, risk includes myocarditis in early treatment."
60,"Create a pharmacology diagram of Lithium Nephrogenic Diabetes Insipidus. Show 27-year-old man with bipolar disorder reporting increased thirst and urination along with new-onset hand tremor, stable on mood stabilizer for six months, mild hypernatremia on labs. Label: Requires close renal and thyroid monitoring, NSAIDs ACE inhibitors and thiazides can increase lithium toxicity, long-term use risks chronic kidney disease."
61,"Generate a pharmacology diagram of SSRI Sexual Dysfunction. Show 32-year-old woman treated for depression reporting cannot achieve orgasm despite improvement in mood, denying relationship stress or other medication changes. Label: Up to 50% of SSRI users experience sexual side effects, switching to bupropion or mirtazapine may alleviate symptoms, bupropion is antidepressant least associated with sexual dysfunction."
62,"Create a pharmacology diagram of SNRI Hypertension. Show 48-year-old woman with fibromyalgia recently began new medication, blood pressure significantly elevated compared with baseline at follow-up. Label: SNRIs (duloxetine, venlafaxine) increase norepinephrine levels which can raise blood pressure, venlafaxine dose-dependently increases BP, always monitor BP when initiating or adjusting SNRIs."
63,"Generate a pharmacology diagram of TCA Overdose. Show 36-year-old suicidal man found unconscious next to empty bottle of prescription pills, EKG revealing wide QRS complexes and QT prolongation, treated with IV fluids. Label: TCAs cause cardiotoxicity due to sodium channel blockade, treat with IV sodium bicarbonate, also causes coma convulsions and anticholinergic symptoms."
64,"Create a pharmacology diagram of Varenicline for Smoking Cessation. Show 40-year-old man who smokes two packs per day wanting help quitting, preferring medication that will reduce cravings and blunt rewarding effects of smoking. Label: Varenicline is partial nicotinic receptor agonist, one of most effective pharmacologic cessation aids, monitor for mood changes or suicidality, bupropion is another option especially in patients concerned about weight gain."
65,"Generate a pharmacology diagram of Naltrexone for Opioid Use Disorder. Show patient with opioid use disorder requesting treatment to prevent relapse after detoxification, wanting medication that does not mimic opioid effects and has no abuse potential. Label: Naltrexone is opioid antagonist used for relapse prevention once patient is fully detoxified, must confirm opioid-free status (risk of precipitated withdrawal), available in oral or monthly injectable formulations."
